Date,설비용량(MW),공급능력(MW),최대전력(MW),공급예비력(MW),공급예비율(%)
2024-02-12,144765,98537,61340,37197,60.6
2024-02-13,144765,99200,71718,27482,38.3
2024-02-14,144765,99406,75951,23455,30.9
2024-02-15,144779,99252,78957,20295,25.7
2024-02-16,144779,98981,75965,23016,30.3
2024-02-17,144779,99297,64340,34957,54.3
2024-02-18,144779,98249,63128,35121,55.6
2024-02-19,144779,100165,76849,23316,30.3
2024-02-20,144779,100078,79989,20089,25.1
2024-02-21,144983,101952,81790,20162,24.7
2024-02-22,144983,101921,84093,17828,21.2
2024-02-23,144983,102637,81368,21269,26.1
2024-02-24,144983,99383,66189,33194,50.2
2024-02-25,144983,99547,63998,35549,55.5
2024-02-26,144983,97595,74935,22660,30.2
2024-02-27,144983,99023,75933,23090,30.4
2024-02-28,145013,98589,74394,24195,32.5
2024-02-29,145013,98139,79171,18968,24.0
2024-03-01,145013,98086,70870,27216,38.4
2024-03-02,145013,97767,66510,31257,47.0
2024-03-03,145013,94824,64502,30322,47.0
2024-03-04,145013,97561,76456,21105,27.6
2024-03-05,145013,95500,81691,13809,16.9
2024-03-06,145016,94421,75397,19024,25.2
2024-03-07,145016,94616,77363,17253,22.3
2024-03-08,145016,94887,74464,20423,27.4
2024-03-09,145016,86562,65322,21240,32.5
2024-03-10,145016,85565,63464,22101,34.8
2024-03-11,145016,92202,74908,17294,23.1
2024-03-12,145016,91404,78213,13191,16.9
2024-03-13,145008,87647,73868,13779,18.7
2024-03-14,145008,89106,73172,15934,21.8
2024-03-15,145008,89233,70500,18733,26.6
2024-03-16,145008,83600,62121,21479,34.6
2024-03-17,145008,82789,61659,21130,34.3
2024-03-18,145008,88397,71342,17055,23.9
2024-03-19,145008,88935,73424,15511,21.1
2024-03-20,145162,87216,72438,14778,20.4
2024-03-21,145162,87429,72439,14990,20.7
2024-03-22,145162,84736,70498,14238,20.2
2024-03-23,145162,82122,60972,21150,34.7
2024-03-24,145162,81739,59839,21900,36.6
2024-03-25,145162,86170,72997,13173,18.0
2024-03-26,145162,87608,74182,13426,18.1
2024-03-27,145175,87771,69829,17942,25.7
2024-03-28,145175,86289,75842,10447,13.8
2024-03-29,145175,88279,69967,18312,26.2
2024-03-30,145175,83827,60199,23628,39.2
2024-03-31,145175,80988,58369,22619,38.8
2024-04-01,145175,86473,67349,19124,28.4
2024-04-02,145175,85029,67742,17287,25.5
2024-04-03,145191,83155,71199,11956,16.8
2024-04-04,145191,84160,68151,16009,23.5
2024-04-05,146634,87037,65933,21104,32.0
2024-04-06,146634,85887,58937,26950,45.7
2024-04-07,146634,85279,57502,27777,48.3
2024-04-08,146634,86350,67383,18967,28.1
2024-04-09,146634,89521,66950,22571,33.7
2024-04-10,146634,89416,62161,27255,43.8
2024-04-11,146634,87821,66663,21158,31.7
2024-04-12,146634,87005,64816,22189,34.2
2024-04-13,146634,84897,58314,26583,45.6
2024-04-14,146634,84810,58115,26695,45.9
2024-04-15,146634,86527,68634,17893,26.1
2024-04-16,146634,86462,67321,19141,28.4
2024-04-17,146648,86950,66182,20768,31.4
2024-04-18,146648,86846,66740,20106,30.1
2024-04-19,146648,85986,65136,20850,32.0
2024-04-20,146648,81025,59338,21687,36.5
2024-04-21,146648,80579,58279,22300,38.3
2024-04-22,146648,81352,66727,14625,21.9
2024-04-23,146648,83431,66991,16440,24.5
2024-04-24,146804,84100,66215,17885,27.0
2024-04-25,146804,84577,66552,18025,27.1
2024-04-26,146804,82938,65026,17912,27.5
2024-04-27,146804,82586,57999,24587,42.4
2024-04-28,146804,82956,58003,24953,43.0
2024-04-29,146804,82388,67228,15160,22.6
2024-04-30,146804,84692,66065,18627,28.2
2024-05-01,146769,84183,60711,23472,38.7
2024-05-02,146769,85106,66858,18248,27.3
2024-05-03,146769,83940,65403,18537,28.3
2024-05-04,146769,80783,57871,22912,39.6
2024-05-05,146769,79862,57151,22711,39.7
2024-05-06,146769,79868,60134,19734,32.8
2024-05-07,146769,82553,67765,14788,21.8
2024-05-08,146769,83781,65047,18734,28.8
2024-05-09,146781,84188,66481,17707,26.6
2024-05-10,146781,84637,65342,19295,29.5
2024-05-11,146781,81666,60042,21624,36.0
2024-05-12,146781,83874,57019,26855,47.1
2024-05-13,146781,82781,66062,16719,25.3
2024-05-14,146781,82838,66155,16683,25.2
2024-05-15,146781,84159,61854,22305,36.1
2024-05-16,146781,84251,65411,18840,28.8
2024-05-17,147824,84810,64407,20403,31.7
2024-05-18,147824,80001,58755,21246,36.2
2024-05-19,147824,81405,58903,22502,38.2
2024-05-20,147824,81523,68764,12759,18.6
2024-05-21,147824,81608,69074,12534,18.1
2024-05-22,147999,82015,68837,13178,19.1
2024-05-23,147999,82585,69899,12686,18.1
2024-05-24,147999,83976,67481,16495,24.4
2024-05-25,147999,81428,59700,21728,36.4
2024-05-26,147999,81935,59436,22499,37.9
2024-05-27,147999,81417,67126,14291,21.3
2024-05-28,147999,80711,68694,12017,17.5
2024-05-29,148010,81388,68823,12565,18.3
2024-05-30,148010,81392,69571,11821,17.0
2024-05-31,148010,81185,66428,14757,22.2
2024-06-01,148010,80669,59085,21584,36.5
2024-06-02,148010,80914,58661,22253,37.9
2024-06-03,148010,83320,68493,14827,21.6
2024-06-04,148010,82534,69279,13255,19.1
2024-06-05,148013,82374,69421,12953,18.7
2024-06-06,148013,82299,65329,16970,26.0
2024-06-07,148013,81430,67558,13872,20.5
2024-06-08,148013,78011,60509,17502,28.9
2024-06-09,148013,80290,60934,19356,31.8
2024-06-10,148013,83154,72134,11020,15.3
2024-06-11,148013,85597,74244,11353,15.3
2024-06-12,148084,84347,74251,10096,13.6
2024-06-13,148084,85470,76144,9326,12.2
2024-06-14,148084,86901,75619,11282,14.9
2024-06-15,148084,83230,66114,17116,25.9
2024-06-16,148084,81459,63577,17882,28.1
2024-06-17,148084,86828,73958,12870,17.4
2024-06-18,148084,87447,76826,10621,13.8
2024-06-19,148089,89170,80077,9093,11.4
2024-06-20,148089,89378,79731,9647,12.1
2024-06-21,148089,91016,77749,13267,17.1
2024-06-22,148089,84914,68355,16559,24.2
2024-06-23,148089,86778,66868,19910,29.8
2024-06-24,148089,91515,76628,14887,19.4
2024-06-25,148089,91673,73022,18651,25.5
2024-06-26,148089,93282,74719,18563,24.8
2024-06-27,148089,92041,76144,15897,20.9
2024-06-28,148089,89229,74741,14488,19.4
2024-06-29,148089,88692,68360,20332,29.7
2024-06-30,148709,92841,65856,26985,41.0
2024-07-01,148709,95058,78373,16685,21.3
2024-07-02,148709,95711,79801,15910,19.9
2024-07-03,148897,95509,77555,17954,23.2
2024-07-04,148897,95812,81970,13842,16.9
2024-07-05,148897,95500,77102,18398,23.9
2024-07-06,148897,93120,72015,21105,29.3
2024-07-07,148897,93120,70129,22991,32.8
2024-07-08,148897,96391,83021,13370,16.1
2024-07-09,148897,97233,82246,14987,18.2
2024-07-10,148912,97872,80964,16908,20.9
2024-07-11,148912,98172,79983,18189,22.7
2024-07-12,148912,97623,78463,19160,24.4
2024-07-13,148912,96929,71353,25576,35.8
2024-07-14,148912,95453,69336,26117,37.7
2024-07-15,148912,100094,82759,17335,20.9
2024-07-16,148912,98716,83678,15038,18.0
2024-07-17,148917,99597,84204,15393,18.3
2024-07-18,148917,98615,84567,14048,16.6
2024-07-19,148917,96173,82174,13999,17.0
2024-07-20,148917,98911,74657,24254,32.5
2024-07-21,148917,98147,74740,23407,31.3
2024-07-22,148917,100373,86921,13452,15.5
2024-07-23,148917,99079,87645,11434,13.0
2024-07-24,148932,100266,87552,12714,14.5
2024-07-25,148932,99162,90254,8908,9.9
2024-07-26,148932,99785,88660,11125,12.5
2024-07-27,148932,94695,77483,17212,22.2
2024-07-27,148932,94695,77483,17212,22.2
2024-07-28,148932,95923,76431,19492,25.5
2024-07-28,148932,95923,76431,19492,25.5
2024-07-29,148932,96042,82616,13426,16.3
2024-07-29,148932,96042,82616,13426,16.3
2024-07-30,148932,96704,84530,12174,14.4
2024-07-30,148932,96704,84530,12174,14.4
2024-07-31,149151,96018,84794,11224,13.2
2024-07-31,149151,96018,84794,11224,13.2
2024-08-01,149151,96211,85215,10996,12.9
2024-08-01,149151,96211,85215,10996,12.9
2024-08-02,149151,99899,85301,14598,17.1
2024-08-02,149151,99899,85301,14598,17.1
2024-08-03,149151,96672,80942,15730,19.4
2024-08-03,149151,96672,80942,15730,19.4
2024-08-04,149151,97228,81926,15302,18.7
2024-08-05,149151,102310,93841,8469,9.0
2024-08-06,149151,101916,91799,10117,11.0
2024-08-07,149177,102219,92326,9893,10.7
2024-08-08,149177,102596,90615,11981,13.2
2024-08-09,149177,103571,89962,13609,15.1
2024-08-10,149177,99138,81106,18032,22.2
2024-08-11,149177,99610,81183,18427,22.7
2024-08-12,149177,102844,94489,8355,8.8
2024-08-13,149177,104764,94639,10125,10.7
2024-08-14,149179,103319,93508,9811,10.5
2024-08-15,149179,100113,85140,14973,17.6
2024-08-16,149179,101278,90358,10920,12.1
2024-08-17,149179,98079,80794,17285,21.4
2024-08-18,149179,99544,80336,19208,23.9
2024-08-19,149179,104640,95611,9029,9.4
2024-08-20,149179,105360,97115,8245,8.5
2024-08-21,149185,105236,92623,12613,13.6
2024-08-22,149185,104705,93224,11481,12.3
2024-08-23,149185,102426,90221,12205,13.5
