Date,설비용량(MW),공급능력(MW),최대전력(MW),공급예비력(MW),공급예비율(%)
2020-10-28,127762,84286,66752,17534,26.3
2020-10-29,128197,86310,67410,18900,28.0
2020-10-30,128197,87749,66037,21712,32.9
2020-10-31,128197,83503,57719,25784,44.7
2020-11-01,128197,82297,56822,25475,44.8
2020-11-02,128197,83707,66720,16987,25.5
2020-11-03,128197,84039,69570,14469,20.8
2020-11-04,128197,84201,69231,14970,21.6
2020-11-05,128197,84703,68907,15796,22.9
2020-11-06,128197,86273,69596,16677,24.0
2020-11-07,128197,86552,58540,28012,47.9
2020-11-08,128197,88167,57536,30631,53.2
2020-11-09,128197,87391,69999,17392,24.8
2020-11-10,128197,87738,68952,18786,27.2
2020-11-11,128197,86307,67954,18353,27.0
2020-11-12,128197,86645,68011,18634,27.4
2020-11-13,128197,85827,67692,18135,26.8
2020-11-14,128197,85450,58858,26592,45.2
2020-11-15,128197,86174,57555,28619,49.7
2020-11-16,128197,84560,68154,16406,24.1
2020-11-17,128197,87217,69082,18135,26.3
2020-11-18,128197,88630,69555,19075,27.4
2020-11-19,128197,87933,70905,17028,24.0
2020-11-20,128197,89056,71916,17140,23.8
2020-11-21,128197,90106,60121,29985,49.9
2020-11-22,128197,91702,59194,32508,54.9
2020-11-23,128197,90650,73234,17416,23.8
2020-11-24,128197,92402,73988,18414,24.9
2020-11-25,128197,93638,72888,20750,28.5
2020-11-26,128197,91860,73798,18062,24.5
2020-11-27,128609,95242,73588,21654,29.4
2020-11-28,128609,94835,63912,30923,48.4
2020-11-29,128609,94989,62162,32827,52.8
2020-11-30,128609,96827,77074,19753,25.6
2020-12-01,128609,89162,76210,12952,17.0
2020-12-02,128609,90125,77722,12403,16.0
2020-12-03,128609,90134,76904,13230,17.2
2020-12-04,128609,90619,76916,13703,17.8
2020-12-05,128609,87545,64555,22990,35.6
2020-12-06,128609,86824,62314,24510,39.3
2020-12-07,128609,89207,78832,10375,13.2
2020-12-08,128609,90949,78234,12715,16.3
2020-12-09,128609,92162,78544,13618,17.3
2020-12-10,128609,91022,80497,10525,13.1
2020-12-11,128609,91288,77669,13619,17.5
2020-12-12,128609,88706,64485,24221,37.6
2020-12-13,128609,90985,63683,27302,42.9
2020-12-14,128609,96126,84182,11944,14.2
2020-12-15,128609,97585,84708,12877,15.2
2020-12-16,128609,98795,85132,13663,16.0
2020-12-17,128609,97476,84185,13291,15.8
2020-12-18,128609,97067,82899,14168,17.1
2020-12-19,128609,94556,69628,24928,35.8
2020-12-20,128609,92484,66560,25924,38.9
2020-12-21,128609,95863,82906,12957,15.6
2020-12-22,128609,94909,82109,12800,15.6
2020-12-23,128609,96337,81349,14988,18.4
2020-12-24,128609,94665,77124,17541,22.7
2020-12-25,128609,94583,67327,27256,40.5
2020-12-26,128609,92990,63604,29386,46.2
2020-12-27,128609,92923,62840,30083,47.9
2020-12-28,128609,96902,76803,20099,26.2
2020-12-29,129191,98175,78915,19260,24.4
2020-12-30,129191,99290,83916,15374,18.3
2020-12-31,129191,99506,80632,18874,23.4
2021-01-01,128209,98477,64942,33535,51.6
2021-01-02,128209,97800,64982,32818,50.5
2021-01-03,128209,96591,66473,30118,45.3
2021-01-04,128209,97246,82840,14406,17.4
2021-01-05,128209,97905,84497,13408,15.9
2021-01-06,128209,98015,85568,12447,14.5
2021-01-07,128209,98213,90195,8018,8.9
2021-01-08,128209,98229,89858,8371,9.3
2021-01-09,128209,92949,74232,18717,25.2
2021-01-10,128209,92072,70738,21334,30.2
2021-01-11,128209,99189,90564,8625,9.5
2021-01-12,128209,98911,88089,10822,12.3
2021-01-13,128209,97325,84235,13090,15.5
2021-01-14,128209,97618,80757,16861,20.9
2021-01-15,128209,97229,78869,18360,23.3
2021-01-16,128209,95981,69347,26634,38.4
2021-01-17,128209,96509,68310,28199,41.3
2021-01-18,128209,100962,86673,14289,16.5
2021-01-19,128209,101789,85348,16441,19.3
2021-01-20,128209,99678,83468,16210,19.4
2021-01-21,128209,98432,80435,17997,22.4
2021-01-22,128209,97449,79367,18082,22.8
2021-01-23,128209,93433,65370,28063,42.9
2021-01-24,128209,95387,62201,33186,53.4
2021-01-25,128209,99244,75047,24197,32.2
2021-01-26,128209,98918,79190,19728,24.9
2021-01-27,128209,98753,77213,21540,27.9
2021-01-28,128820,99431,80655,18776,23.3
2021-01-29,128820,100187,83971,16216,19.3
2021-01-30,128820,97640,69215,28425,41.1
2021-01-31,128820,97006,63574,33432,52.6
2021-02-01,128820,97244,77878,19366,24.9
2021-02-02,128820,100311,80457,19854,24.7
2021-02-03,128820,98639,82594,16045,19.4
2021-02-04,128820,99356,80804,18552,23.0
2021-02-05,128820,98078,80698,17380,21.5
2021-02-06,128820,95591,66340,29251,44.1
2021-02-07,128820,97339,63698,33641,52.8
2021-02-08,128820,95887,77950,17937,23.0
2021-02-09,128820,95302,79114,16188,20.5
2021-02-10,128820,95532,76269,19263,25.3
2021-02-11,128820,92479,61009,31470,51.6
2021-02-12,128820,86404,54836,31568,57.6
2021-02-13,128820,87762,55686,32076,57.6
2021-02-14,128820,88705,57687,31018,53.8
2021-02-15,128820,94473,74829,19644,26.3
2021-02-16,128820,95044,80711,14333,17.8
2021-02-17,128820,95992,84749,11243,13.3
2021-02-18,128820,96048,84067,11981,14.3
2021-02-19,128820,95171,79299,15872,20.0
2021-02-20,128820,91578,64603,26975,41.8
2021-02-21,128820,90791,60140,30651,51.0
2021-02-22,128820,95782,70422,25360,36.0
2021-02-23,128820,96003,73896,22107,29.9
2021-02-24,128820,94726,76281,18445,24.2
2021-02-25,128820,94462,77701,16761,21.6
2021-02-26,128820,93769,73253,20516,28.0
2021-02-27,128820,90533,61810,28723,46.5
2021-02-28,128820,87376,59511,27865,46.8
2021-03-01,128820,91305,64904,26401,40.7
2021-03-02,128820,92526,77208,15318,19.8
2021-03-03,128820,90347,74748,15599,20.9
2021-03-04,129114,92010,76597,15413,20.1
2021-03-05,129114,90815,72682,18133,24.9
2021-03-06,129114,86139,62607,23532,37.6
2021-03-07,129114,86687,60702,25985,42.8
2021-03-08,129114,90377,71789,18588,25.9
2021-03-09,129114,90638,72893,17745,24.3
2021-03-10,129114,90175,70943,19232,27.1
2021-03-11,129114,89685,71172,18513,26.0
2021-03-12,129114,89744,73861,15883,21.5
2021-03-13,129114,83969,60715,23254,38.3
2021-03-14,129114,84416,58921,25495,43.3
2021-03-15,129114,89907,68220,21687,31.8
2021-03-16,129114,89360,68547,20813,30.4
2021-03-17,129114,88514,67684,20830,30.8
2021-03-18,129114,87913,68081,19832,29.1
2021-03-19,129114,87313,67369,19944,29.6
2021-03-20,129114,84474,61460,23014,37.4
2021-03-21,129114,85076,59578,25498,42.8
2021-03-22,129114,85853,68873,16980,24.7
2021-03-23,129114,86642,68079,18563,27.3
2021-03-24,129114,86499,68196,18303,26.8
2021-03-25,129114,86425,67429,18996,28.2
2021-03-26,129114,86356,66019,20337,30.8
2021-03-27,129114,79683,59268,20415,34.4
2021-03-28,129114,80393,57877,22516,38.9
2021-03-29,129114,84735,66819,17916,26.8
2021-03-30,129114,85885,66325,19560,29.5
2021-03-31,129114,87055,65755,21300,32.4
2021-04-01,129361,86161,66192,19969,30.2
2021-04-02,129361,86166,64600,21566,33.4
2021-04-03,129361,81169,59025,22144,37.5
2021-04-04,129361,77428,57780,19648,34.0
2021-04-05,129361,78663,66231,12432,18.8
2021-04-06,129361,76858,66622,10236,15.4
2021-04-07,129361,77395,66289,11106,16.8
2021-04-08,129361,78093,66706,11387,17.1
2021-04-09,129361,77866,65500,12366,18.9
2021-04-10,129361,77769,58226,19543,33.6
2021-04-11,129361,77347,56651,20696,36.5
2021-04-12,129361,77695,68966,8729,12.7
2021-04-13,129361,79998,66770,13228,19.8
2021-04-14,129361,79298,66263,13035,19.7
2021-04-15,129361,79439,66365,13074,19.7
2021-04-16,129361,80181,66009,14172,21.5
2021-04-17,129361,79926,58589,21337,36.4
2021-04-18,129361,79970,57397,22573,39.3
2021-04-19,129361,81777,66072,15705,23.8
2021-04-20,129361,80715,66393,14322,21.6
2021-04-21,129361,80595,65940,14655,22.2
2021-04-22,129361,79141,67265,11876,17.7
2021-04-23,129361,80306,65461,14845,22.7
2021-04-24,129361,75978,57782,18196,31.5
2021-04-25,129361,77491,56810,20681,36.4
2021-04-26,129361,77474,65456,12018,18.4
2021-04-27,129361,78696,66283,12413,18.7
2021-04-28,129361,79141,65551,13590,20.7
2021-04-29,129361,79393,66022,13371,20.3
2021-04-30,129361,78607,64304,14303,22.2
2021-05-01,128441,77837,56758,21079,37.1
2021-05-02,128441,75699,56721,18978,33.5
2021-05-03,128441,77344,65471,11873,18.1
2021-05-04,128441,79297,67838,11459,16.9
2021-05-05,128441,80360,60540,19820,32.7
2021-05-06,128441,80063,65436,14627,22.4
2021-05-07,128441,80942,64780,16162,24.9
2021-05-08,128441,80119,57311,22808,39.8
2021-05-09,128441,78634,56138,22496,40.1
2021-05-10,128441,78224,66682,11542,17.3
2021-05-11,128441,79515,66134,13381,20.2
2021-05-12,128441,76910,66063,10847,16.4
2021-05-13,128441,77778,67558,10220,15.1
2021-05-14,129540,78939,68888,10051,14.6
2021-05-15,129540,74083,60555,13528,22.3
2021-05-16,129540,73597,58503,15094,25.8
2021-05-17,129540,78759,68368,10391,15.2
2021-05-18,129540,80516,66240,14276,21.6
2021-05-19,129540,77651,62006,15645,25.2
2021-05-20,129540,80387,69140,11247,16.3
2021-05-21,129540,78706,65806,12900,19.6
2021-05-22,129540,78969,58452,20517,35.1
2021-05-23,129540,78777,56815,21962,38.7
2021-05-24,129540,80691,65847,14844,22.5
2021-05-25,129540,82567,65408,17159,26.2
2021-05-26,129540,82817,66876,15941,23.8
2021-05-27,129540,81164,67738,13426,19.8
2021-05-28,129623,81180,66069,15111,22.9
2021-05-29,129623,80035,57782,22253,38.5
2021-05-30,129623,81534,57041,24493,42.9
2021-05-31,129623,82530,66049,16481,25.0
2021-06-01,129623,81585,67332,14253,21.2
2021-06-02,129623,80613,68419,12194,17.8
2021-06-03,129623,79984,70113,9871,14.1
2021-06-04,129623,80802,64864,15938,24.6
2021-06-05,129623,80179,58611,21568,36.8
2021-06-06,129623,80130,58683,21447,36.5
2021-06-07,129623,80238,68543,11695,17.1
2021-06-08,129623,81135,69828,11307,16.2
2021-06-09,129623,85738,73387,12351,16.8
2021-06-10,129623,84887,74929,9958,13.3
2021-06-11,129623,84857,70071,14786,21.1
2021-06-12,129623,81677,62209,19468,31.3
2021-06-13,129623,83336,61518,21818,35.5
2021-06-14,129623,85516,74220,11296,15.2
2021-06-15,129623,84765,73311,11454,15.6
2021-06-16,129623,86430,72494,13936,19.2
2021-06-17,129623,84780,72670,12110,16.7
2021-06-18,129623,85313,70527,14786,21.0
2021-06-19,129623,80496,60923,19573,32.1
2021-06-20,129623,81141,61200,19941,32.6
2021-06-21,129623,85494,72382,13112,18.1
2021-06-22,129623,86284,72518,13766,19.0
2021-06-23,129623,86980,71726,15254,21.3
2021-06-24,129623,83428,72813,10615,14.6
2021-06-25,129623,84448,72763,11685,16.1
2021-06-26,129623,82911,62042,20869,33.6
2021-06-27,129623,82726,62109,20617,33.2
2021-06-28,129623,86121,74821,11300,15.1
2021-06-29,129623,87573,75854,11719,15.4
2021-06-30,131069,87887,74824,13063,17.5
2021-07-01,131069,94268,77476,16792,21.7
2021-07-02,131069,93498,76865,16633,21.6
2021-07-03,131069,90140,64612,25528,39.5
2021-07-04,131069,93065,62368,30697,49.2
2021-07-05,131069,95897,76256,19641,25.8
2021-07-06,131069,94417,79663,14754,18.5
2021-07-07,131069,95298,81086,14212,17.5
2021-07-08,131069,96234,81187,15047,18.5
2021-07-09,131069,95686,78397,17289,22.1
2021-07-10,131069,93577,67726,25851,38.2
2021-07-11,131069,93247,68518,24729,36.1
2021-07-12,131069,95006,85011,9995,11.8
2021-07-13,131069,95966,87172,8794,10.1
2021-07-14,131069,97475,88087,9388,10.7
2021-07-15,131069,98180,88551,9629,10.9
2021-07-16,131069,97850,88015,9835,11.2
2021-07-17,131069,91582,71849,19733,27.5
2021-07-18,131069,90453,72054,18399,25.5
2021-07-19,131069,98755,84586,14169,16.8
2021-07-20,131069,98376,87841,10535,12.0
2021-07-21,131069,99657,88937,10720,12.1
2021-07-22,131330,99955,89958,9997,11.1
2021-07-23,131330,99758,89812,9946,11.1
2021-07-24,131330,94507,78285,16222,20.7
2021-07-25,131330,95777,76521,19256,25.2
2021-07-26,131330,100633,89426,11207,12.5
2021-07-27,131330,100739,91141,9598,10.5
2021-07-28,131330,100846,90240,10606,11.8
2021-07-29,131330,101071,89634,11437,12.8
2021-07-30,131330,99390,87847,11543,13.1
2021-07-31,131330,92532,76776,15756,20.5
2021-08-01,131330,93539,72943,20596,28.2
2021-08-02,131330,98974,75460,23514,31.2
2021-08-03,131330,100181,77517,22664,29.2
2021-08-04,131330,99578,80073,19505,24.4
2021-08-05,131330,99341,85215,14126,16.6
2021-08-06,131330,99799,82367,17432,21.2
2021-08-07,131330,94901,75210,19691,26.2
2021-08-08,131330,94736,70201,24535,34.9
2021-08-09,131330,100772,84755,16017,18.9
2021-08-10,131330,100834,84877,15957,18.8
2021-08-11,131330,100800,83818,16982,20.3
2021-08-12,131330,98952,86355,12597,14.6
2021-08-13,131330,100125,81779,18346,22.4
2021-08-14,131330,96246,68470,27776,40.6
2021-08-15,131330,95825,68076,27749,40.8
2021-08-16,131330,95165,74559,20606,27.6
2021-08-17,131330,100178,80393,19785,24.6
2021-08-18,131330,99241,80362,18879,23.5
2021-08-19,131330,99622,79472,20150,25.4
2021-08-20,131330,100721,79554,21167,26.6
2021-08-21,131330,95487,69215,26272,38.0
2021-08-22,131330,94493,66387,28106,42.3
2021-08-23,131330,98884,79334,19550,24.6
2021-08-24,131650,99256,81241,18015,22.2
2021-08-25,131650,97998,80262,17736,22.1
2021-08-26,131650,99284,81471,17813,21.9
2021-08-27,131650,99432,78339,21093,26.9
2021-08-28,131650,94472,66357,28115,42.4
2021-08-29,131650,95099,65588,29511,45.0
2021-08-30,131650,99798,78996,20802,26.3
2021-08-31,131650,100757,77665,23092,29.7
2021-09-01,131650,98658,77228,21430,27.7
2021-09-02,131650,98606,76036,22570,29.7
2021-09-03,131650,99017,74073,24944,33.7
2021-09-04,131650,92603,63885,28718,45.0
2021-09-05,131650,91917,62545,29372,47.0
2021-09-06,131650,95624,75426,20198,26.8
2021-09-07,131650,93587,76075,17512,23.0
2021-09-08,131650,95992,74423,21569,29.0
2021-09-09,131895,95161,76594,18567,24.2
2021-09-10,131895,94120,75304,18816,25.0
2021-09-11,131895,88890,65783,23107,35.1
2021-09-12,131895,90272,64512,25760,39.9
2021-09-13,131895,90532,77820,12712,16.3
2021-09-14,131895,90371,76081,14290,18.8
2021-09-15,131895,90836,74944,15892,21.2
2021-09-16,131895,88754,75436,13318,17.7
2021-09-17,131895,88469,71837,16632,23.2
2021-09-18,131895,84328,62245,22083,35.5
2021-09-19,131895,84130,58954,25176,42.7
2021-09-20,131895,84913,55779,29134,52.2
2021-09-21,131895,85539,53652,31887,59.4
2021-09-22,131895,85961,57177,28784,50.3
2021-09-23,131895,82499,67149,15350,22.9
2021-09-24,131895,81455,68879,12576,18.3
2021-09-25,131895,80070,61851,18219,29.5
2021-09-26,131895,81338,60737,20601,33.9
2021-09-27,131895,82653,72396,10257,14.2
2021-09-28,131895,82881,74094,8787,11.9
2021-09-29,131895,84542,75683,8859,11.7
2021-09-30,131895,83670,73226,10444,14.3
2021-10-01,131895,83684,72146,11538,16.0
2021-10-02,131895,74989,62298,12691,20.4
2021-10-03,131895,74037,60876,13161,21.6
2021-10-04,131895,78098,69932,8166,11.7
2021-10-05,131895,82449,75698,6751,8.9
2021-10-06,132113,83917,73845,10072,13.6
2021-10-07,132113,82862,73754,9108,12.3
2021-10-08,132113,83473,72717,10756,14.8
2021-10-09,132113,79238,63659,15579,24.5
2021-10-10,132113,80249,61162,19087,31.2
2021-10-11,132113,81058,64647,16411,25.4
2021-10-12,132113,83052,70121,12931,18.4
2021-10-13,132113,81390,70657,10733,15.2
2021-10-14,132113,80638,71458,9180,12.8
2021-10-15,132113,78551,70778,7773,11.0
2021-10-16,132113,79999,60050,19949,33.2
2021-10-17,132113,79452,58640,20812,35.5
2021-10-18,132113,81221,69348,11873,17.1
2021-10-19,132113,81211,69823,11388,16.3
2021-10-20,132113,80245,69414,10831,15.6
2021-10-21,132113,81902,70203,11699,16.7
2021-10-22,132113,85343,67900,17443,25.7
2021-10-23,132113,81426,59042,22384,37.9
2021-10-24,132113,80298,57699,22599,39.2
2021-10-25,132113,83115,69114,14001,20.3
2021-10-26,132113,83798,69601,14197,20.4
2021-10-27,132113,83310,68937,14373,20.8
2021-10-28,132113,82479,69488,12991,18.7
2021-10-29,132113,84869,67683,17186,25.4
2021-10-30,133455,82627,59770,22857,38.2
2021-10-31,133455,83019,58161,24858,42.7
2021-11-01,133455,85827,69259,16568,23.9
2021-11-02,133455,85478,69554,15924,22.9
2021-11-03,133455,83854,69599,14255,20.5
2021-11-04,133455,84334,70149,14185,20.2
2021-11-05,133455,84602,68742,15860,23.1
2021-11-06,133455,78785,59456,19329,32.5
2021-11-07,133455,80184,58370,21814,37.4
2021-11-08,133455,86547,72602,13945,19.2
2021-11-09,133455,84443,72800,11643,16.0
2021-11-10,133455,84601,73477,11124,15.1
2021-11-11,133564,85839,74708,11131,14.9
2021-11-12,133564,85381,73855,11526,15.6
2021-11-13,133564,82198,61840,20358,32.9
2021-11-14,133564,80771,59863,20908,34.9
2021-11-15,133564,84114,71603,12511,17.5
2021-11-16,133564,84252,72310,11942,16.5
2021-11-17,133564,85564,73028,12536,17.2
2021-11-18,133564,84890,72485,12405,17.1
2021-11-19,133564,85565,70926,14639,20.6
2021-11-20,133564,82811,61390,21421,34.9
2021-11-21,133564,80551,60516,20035,33.1
2021-11-22,133564,88726,76847,11879,15.5
2021-11-23,133564,91056,79838,11218,14.1
2021-11-24,133564,93131,76210,16921,22.2
2021-11-25,133564,95904,74510,21394,28.7
2021-11-26,133564,96502,75223,21279,28.3
2021-11-27,133564,92026,63937,28089,43.9
2021-11-28,133564,91146,62027,29119,46.9
2021-11-29,133564,94302,75340,18962,25.2
2021-11-30,133564,95394,80362,15032,18.7
2021-12-01,133564,96460,81177,15283,18.8
2021-12-02,133896,95116,80145,14971,18.7
2021-12-03,133896,96839,78696,18143,23.1
2021-12-04,133896,94435,65770,28665,43.6
2021-12-05,133896,93599,64032,29567,46.2
2021-12-06,133896,100061,78083,21978,28.1
2021-12-07,133896,100638,78079,22559,28.9
2021-12-08,133896,100449,78310,22139,28.3
2021-12-09,133896,100769,78182,22587,28.9
2021-12-10,133896,100525,77936,22589,29.0
2021-12-11,133896,94870,64834,30036,46.3
2021-12-12,133896,98173,65441,32732,50.0
2021-12-13,133896,102797,82173,20624,25.1
2021-12-14,133896,101254,82571,18683,22.6
2021-12-15,133896,100450,79839,20611,25.8
2021-12-16,133896,99929,81399,18530,22.8
2021-12-17,133896,104301,85699,18602,21.7
2021-12-18,133896,98106,70883,27223,38.4
2021-12-19,133896,99975,67544,32431,48.0
2021-12-20,133896,102725,81750,20971,25.7
2021-12-21,134012,101328,80294,21034,26.2
2021-12-22,134012,101750,81451,20299,24.9
2021-12-23,134012,102837,81874,20963,25.6
2021-12-24,134012,101856,81185,20671,25.5
2021-12-25,134158,101662,72815,28847,39.6
2021-12-26,134158,101244,71719,29525,41.2
2021-12-27,134158,103554,90708,12846,14.2
2021-12-28,134158,101789,88717,13072,14.7
2021-12-29,134158,103867,85966,17901,20.8
2021-12-30,134158,105343,84564,20779,24.6
2021-12-31,134158,105752,81748,24004,29.4
2022-01-01,134020,101222,67369,33853,50.3
2022-01-02,134020,103896,68173,35723,52.4
2022-01-03,134020,107391,85196,22195,26.1
2022-01-04,134020,106705,85161,21544,25.3
2022-01-05,134020,107631,89397,18234,20.4
2022-01-06,134020,107486,84761,22725,26.8
2022-01-07,134020,107169,85425,21744,25.5
2022-01-08,134020,102853,70793,32060,45.3
2022-01-09,134020,101437,67889,33548,49.4
2022-01-10,134020,104076,85301,18775,22.0
2022-01-11,134020,107504,88103,19401,22.0
2022-01-12,134020,107063,88305,18758,21.2
2022-01-13,134020,107327,89115,18212,20.4
2022-01-14,134020,106463,87278,19185,22.0
2022-01-15,134020,99046,71585,27461,38.4
2022-01-16,134020,99043,70090,28953,41.3
2022-01-17,134020,104610,87967,16643,18.9
2022-01-18,134020,104684,87579,17105,19.5
2022-01-19,134020,104860,88076,16784,19.1
2022-01-20,134020,105164,87884,17280,19.7
2022-01-21,134020,104526,86522,18004,20.8
2022-01-22,134020,99165,72105,27060,37.5
2022-01-23,134020,100014,67726,32288,47.7
2022-01-24,134020,103205,83085,20120,24.2
2022-01-25,134123,102737,86241,16496,19.1
2022-01-26,134123,103430,82984,20446,24.6
2022-01-27,134123,103391,82938,20453,24.7
2022-01-28,134123,104633,82283,22350,27.2
2022-01-29,134123,98753,68009,30744,45.2
2022-01-30,134123,95905,65026,30879,47.5
2022-01-31,134123,95850,61339,34511,56.3
2022-02-01,133069,97064,59840,37224,62.2
2022-02-02,133069,99458,63795,35663,55.9
2022-02-03,133069,102205,78841,23364,29.6
2022-02-04,133069,102340,82614,19726,23.9
2022-02-05,133069,100908,73089,27819,38.1
2022-02-06,133069,100922,69718,31204,44.8
2022-02-07,133069,100103,87351,12752,14.6
2022-02-08,133069,102163,85352,16811,19.7
2022-02-09,133069,101527,83819,17708,21.1
2022-02-10,133069,103674,81626,22048,27.0
2022-02-11,133069,102618,81928,20690,25.3
2022-02-12,133069,100573,67542,33031,48.9
2022-02-13,133069,100238,65396,34842,53.3
2022-02-14,133069,103073,79225,23848,30.1
2022-02-15,133069,104682,83893,20789,24.8
2022-02-16,133069,103942,86687,17255,19.9
2022-02-17,133069,103184,86434,16750,19.4
2022-02-18,133069,100716,84164,16552,19.7
2022-02-19,133069,98848,70632,28216,39.9
2022-02-20,133069,96907,69627,27280,39.2
2022-02-21,133069,97347,82900,14447,17.4
2022-02-22,133069,96702,83248,13454,16.2
2022-02-23,133069,98038,85489,12549,14.7
2022-02-24,133069,97557,83453,14104,16.9
2022-02-25,133069,98432,80824,17608,21.8
2022-02-26,133069,97176,67374,29802,44.2
2022-02-27,133069,95229,64965,30264,46.6
2022-02-28,133069,91911,73959,17952,24.3
2022-03-01,133069,92392,69920,22472,32.1
2022-03-02,133069,93798,77502,16296,21.0
2022-03-03,133069,91888,77182,14706,19.1
2022-03-04,133069,89526,78189,11337,14.5
2022-03-05,133069,82102,66375,15727,23.7
2022-03-06,133069,81233,64675,16558,25.6
2022-03-07,133069,88990,77345,11645,15.1
2022-03-08,133561,90369,76762,13607,17.7
2022-03-09,133561,92928,67781,25147,37.1
2022-03-10,133561,93595,73841,19754,26.8
2022-03-11,133561,91552,74509,17043,22.9
2022-03-12,133561,83382,62114,21268,34.2
2022-03-13,133561,83055,61436,21619,35.2
2022-03-14,133561,91813,76789,15024,19.6
2022-03-15,133561,92568,71988,20580,28.6
2022-03-16,133561,87501,70966,16535,23.3
2022-03-17,133561,87346,75585,11761,15.6
2022-03-18,133561,89903,76980,12923,16.8
2022-03-19,133561,84686,66838,17848,26.7
2022-03-20,133561,83653,62882,20771,33.0
2022-03-21,133561,86078,74381,11697,15.7
2022-03-22,133561,86161,73197,12964,17.7
2022-03-23,133561,89033,78233,10800,13.8
2022-03-24,133561,83716,73156,10560,14.4
2022-03-25,133561,84019,71135,12884,18.1
2022-03-26,133561,78264,62291,15973,25.6
2022-03-27,133561,81196,60623,20573,33.9
2022-03-28,133561,83826,70765,13061,18.5
2022-03-29,133561,83223,70311,12912,18.4
2022-03-30,133561,83144,71112,12032,16.9
2022-03-31,133561,83397,70618,12779,18.1
2022-04-01,133561,86929,68838,18091,26.3
2022-04-02,133561,81417,61732,19685,31.9
2022-04-03,133561,81121,60331,20790,34.5
2022-04-04,133561,84320,69891,14429,20.6
2022-04-05,133561,84085,70446,13639,19.4
2022-04-06,133561,83820,69222,14598,21.1
2022-04-07,133561,84039,69860,14179,20.3
2022-04-08,133680,84389,67293,17096,25.4
2022-04-09,133680,78558,60137,18421,30.6
2022-04-10,133680,79188,58490,20698,35.4
2022-04-11,133680,83037,68821,14216,20.7
2022-04-12,133680,84159,69958,14201,20.3
2022-04-13,133680,84457,71879,12578,17.5
2022-04-14,133680,84050,71334,12716,17.8
2022-04-15,133680,83940,67132,16808,25.0
2022-04-16,133680,77102,59944,17158,28.6
2022-04-17,133680,77578,58749,18829,32.0
2022-04-18,133680,80747,67906,12841,18.9
2022-04-19,133680,82152,68498,13654,19.9
2022-04-20,133680,82087,67702,14385,21.2
2022-04-21,133680,82006,68547,13459,19.6
2022-04-22,133680,82377,67015,15362,22.9
2022-04-23,133680,77509,58909,18600,31.6
2022-04-24,133680,77599,58501,19098,32.6
2022-04-25,133680,82516,69646,12870,18.5
2022-04-26,133680,81625,69997,11628,16.6
2022-04-27,133680,83673,67404,16269,24.1
2022-04-28,133680,82861,68086,14775,21.7
2022-04-29,133680,83895,67684,16211,24.0
2022-04-30,133680,81336,58925,22411,38.0
2022-05-01,133680,80599,57624,22975,39.9
2022-05-02,133680,84804,67357,17447,25.9
2022-05-03,133680,85122,68221,16901,24.8
2022-05-04,133917,84671,66896,17775,26.6
2022-05-05,133917,82440,62398,20042,32.1
2022-05-06,133917,83815,65275,18540,28.4
2022-05-07,133917,74588,58240,16348,28.1
2022-05-08,133917,78693,57573,21120,36.7
2022-05-09,133917,82664,68295,14369,21.0
2022-05-10,133917,81916,68449,13467,19.7
2022-05-11,133917,82127,69284,12843,18.5
2022-05-12,133917,78815,69519,9296,13.4
2022-05-13,133917,81648,70215,11433,16.3
2022-05-14,133917,77018,59523,17495,29.4
2022-05-15,133917,80194,58322,21872,37.5
2022-05-16,133917,81117,68158,12959,19.0
2022-05-17,133917,78740,69598,9142,13.1
2022-05-18,133917,80022,69000,11022,16.0
2022-05-19,133917,78739,68981,9758,14.1
2022-05-20,133917,78019,68019,10000,14.7
2022-05-21,133917,73392,60962,12430,20.4
2022-05-22,133917,77792,60230,17562,29.2
2022-05-23,133917,81075,72122,8953,12.4
2022-05-24,133917,81847,72576,9271,12.8
2022-05-25,133917,82910,72539,10371,14.3
2022-05-26,133917,82378,69479,12899,18.6
2022-05-27,133917,82016,68961,13055,18.9
2022-05-28,133917,76955,61733,15222,24.7
2022-05-29,133917,79357,60948,18409,30.2
2022-05-30,133917,84474,73134,11340,15.5
2022-05-31,133917,84553,69888,14665,21.0
2022-06-01,134186,79189,64790,14399,22.2
2022-06-02,134186,83606,71717,11889,16.6
2022-06-03,134186,84094,72128,11966,16.6
2022-06-04,134186,82590,62408,20182,32.3
2022-06-05,134186,80301,58600,21701,37.0
2022-06-06,134186,83093,61814,21279,34.4
2022-06-07,134186,85109,70522,14587,20.7
2022-06-08,134060,85703,68480,17223,25.2
2022-06-09,134060,86254,69993,16261,23.2
2022-06-10,134060,85397,71317,14080,19.7
2022-06-11,134060,81919,62034,19885,32.1
2022-06-12,134060,82389,61303,21086,34.4
2022-06-13,134060,87376,71248,16128,22.6
2022-06-14,134060,86350,71477,14873,20.8
2022-06-15,134066,85748,69275,16473,23.8
2022-06-16,134066,85906,70925,14981,21.1
2022-06-17,134066,87896,73461,14435,19.6
2022-06-18,134066,85104,64277,20827,32.4
2022-06-19,134066,85859,64404,21455,33.3
2022-06-20,134066,87774,77816,9958,12.8
2022-06-21,134066,91094,81164,9930,12.2
2022-06-22,134092,91108,80941,10167,12.6
2022-06-23,134092,91404,83449,7955,9.5
2022-06-24,134092,92119,76118,16001,21.0
2022-06-25,134092,84436,69554,14882,21.4
